shortname,website,region,rating_google,reviews,field_lcp,field_cls,field_inp,field_fcp,field_speed_problem,field_ux_problem,perf_score,issues,category,accessibility,best_practices,seo,concatenated_reviews,title,mobile,mobile_lcp,mobile_cls,mobile_inp,desktop,desktop_lcp,desktop_cls,desktop_inp,lab_speed_problem,lab_ux_problem,fh_score,rating,img_sav_kb,js_sav_kb,css_sav_kb,photo_url,fh_site,account_tier,latitude,longitude
sng.ch,https://sng.ch,EMEA,4.5,27,n/a,n/a,n/a,n/a,⚪ n/a,⚪ n/a,n/a,Site not accessible,SNG - St. Niklausen Schiffgesellschaft Genossenschaft,n/a,n/a,n/a,"We rented The MS Dragon for a vow renewal on lake Lucerne. Anita and crew were the best. We coordinated  everything via email from the states. Anita was very helpful and accommodating. The food from t..., Walking around lucerne lake is breathtaking and to add to this adventure another level you can rent pedalo boat and have fun or you can take a trip in big boat around lucerne . We had lunch on the boa..., 5 Stars – Perfect Boat Handover at SNG

I am absolutely thrilled with the boat handover at SNG! From the very first moment, everything was excellently organized: Dani was extremely friendly, competent..., Were on the Christmas ship. Wonderful tour with raclette on board. Very accommodating crew. Friendly skipper who greets you personally and accepts your jackets. Everything was wonderful, gladly again, We went on the August 1st trip with our 2 boys. The staff took excellent care of us and it really was a great all-round package.",Access denied by security policy,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,⚪ n/a,⚪ n/a,n/a,Error,n/a,n/a,n/a,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpek8tckwuHonjzZx07LSof9pUHmw6Szi_3JCSjnSQ9KJuf2ioZohS02cQA21ET4LB7D6EZ6N5Layl0oWDmDmNFTX7oLTsdTDN2A4MfpLg8Fg_4mJrwLUkjWCb-BpBvneJpokQmNI6Q3BtdRd0x1Uvr-EiU9ebDqOY2ps5hjYH45lyezMk25lS94PYFvJDmPDpYW968igjlngWJvyrezt7IrPoStL0DJwdtBZrmHST6WCwHpdRTbLhcLk_kL2a5Nfrybm-T7FL1GuA2gclkrtIo7bhR6xO1XzesecwSRgxdGw5YBBliIkByneFHMJ3Kn-S4-OG45CYLKc2Xy3i_BuS5PRFUaIzo-eD9pKjQo5Y_INOjJpO1BOdbLYnijliK5-vOOKs2BdwdqdAOLzJfFNpZFMfCsxRsNRr--KFJVUheM3RiX2AEaJ0mHddohhu4g6l9qH7HroHgksu4XDXS1FTuLjTChRsdF8EFG-lCLjXhr3Noko9PoaIqbeEmK3tUES6YLDW2dK0pKCGE8_cNH2eDOrkDsNEG5mAjOfT4AYBgUr9FOK61Ni6X9qnZoURZNDP-pdm1jwkb5hVM85Lm6vJ7JS8mkneD9GlYfMeRdUbPGCgzkCIjMDa1ppD5RcII6uSTu8Q&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,2,47.047159,8.317815099999999
elektrohaven.nl,https://elektrohaven.nl,EMEA,5,2,n/a,n/a,n/a,n/a,⚪ n/a,⚪ n/a,92,"Mobile bonus (+2), Desktop bonus (+2)",ElektroHaven,n/a,n/a,n/a,n/a,The Bulldog Boat Tour | Canal Boat Tour Amsterdam,87,3.2 s,0.011,13.0 s,97,1.1 s,0.006,2.5 s,🟢 Stable,⚪ n/a,96,Good,0.0,1158.4,149.10000000000002,https://via.placeholder.com/400x300?text=No+Image,Yes,2,52.3637689,4.862979299999999
aceadventures.co.uk,https://aceadventures.co.uk,EMEA,4.9,337,1.8 s,0.001,n/a,1.6 s,🟢 Stable,⚪ n/a,62,High LCP (avg: 8.8s),"ACE Adventures & Hideaways - Activity Centre, Camping & Glamping",n/a,n/a,n/a,"we went rafting on the Findhorn River and although it was low water, the river was beautiful and Alex our guide was attentive and calm, keeping everyone happy. Nice base setting in the forest. Would l..., Great experience, we did the white water rafting and cliff jumping and loved it!
Charlie was an amazing guide, thank you for a great day on the river!, i did the zip line and the tree things was just me in the session had a great time got instructed the first time but the rest did it by myself. Went on it multiple times was amazing my dad was just ta..., We were on the cliff jumps and white water rafting experience. We had a fabulous time, the river has some truly amazing views, we had a great time negotiating the rapids with an excellent guide. The j..., Second time we’ve gone river tubing with Ace Adventures and we had another great experience.  Felt in really safe hands with the instructors.  River Findhorn is a beautiful setting for a gentle float ...","ACE Adventures | Outdoor Activities in Moray, Scotland",45,16.3 s,0.041,23.8 s,80,1.4 s,0.037,5.0 s,🔴 High (Slow),⚪ n/a,58,Needs Improvement,350.29999999999995,2264.7,220.0,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpcG71YA3FHp_bIK6ziFyLwV58vfLYke7uBjnQ9Uy900nz7VYi_QbQQiHumrHN_LBqfS6b6kWPn1IxY2eAh7xQAV192CBr0QYRYRrDShgXA6tI38w8R5-Y2nyyde8A0Uie62dHGG2iSiWCQB7Xbpl6NJtk4XLacC7z8NSvmHk2bA9acrTen-4PP7FxEQucFF9pqd-p77jJD701-DNwWM60RLGh_l-gdK95gVTyPEa5sWgNSikyZdiosYMb8a4Gy6_109jjo-xKfV1P92L6EEHUOy6dMwe25XOSS2fvdp-OxfAZFc5kSdcMuTb6uiKdfw-dx7tC1Jtrw&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,2,57.50971910000001,-3.6913048
paragliding-luzern.ch,https://paragliding-luzern.ch,EMEA,4.9,239,n/a,n/a,n/a,n/a,⚪ n/a,⚪ n/a,27,High LCP (avg: 24.5s),Paragliding Luzern GmbH,n/a,n/a,n/a,"My friend and I booked our paragliding experience through paragliding Lucerne and had the most amazing experience! I was absolutely terrified to go as it was my first time and I’m incredibly afraid of..., We had such an amazing experience! The Great flight lasted about 10 minutes, and the scenery was incredible! Zacharias and Matthias were helpful, knowledgeable, and kind. Would definitely do this agai..., We had the most amazing time Paragliding with Paragliding Luzern! They made us feel so comfortable and took great care of our kids (age 7 and 9). I would recommend them for unforgettable family memori..., Zacharias was my wife's pilot and Hernan was my pilot. Both of them can speak English relatively well and they very experienced. Your safety is their top priority 👍🏻, I came to support a friend’s bucket list dream of paragliding in one of the most beautiful places on earth—Lucerne. I had zero intention of actually going myself… and yet, I ended up going first! My n...",Paragliding Luzern - Lasst uns zusammen Gleitschirmfliegen!,26,40.7 s,0,68.6 s,28,8.3 s,0.044,13.6 s,🔴 High (Slow),⚪ n/a,22,Poor,2358.7,6588.200000000001,11.2,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpdGHOVLiK4Mn4flVTLWIIBTWUCyWz3BVep1__wZtHI4ADCQD9i5pN5M_3ZKnMLScOXUUNgtWz5Kz2-yKuQj1UIIDFIdPlmK4y2K2qdYjuiD2sxu_MiTKTsKaQBHUQOHXgvxjmL3Sy68gay5sgSq8Q8xnFEpgv-jEvVb_L-5stsk2hyDqH7nLiQamdkbBXxUGpihkm8E-XmirBZinbNIM1YpE7vrzlT88vGO3SpTOoyTnQ2QoiTbmyP1D7vQyW1yYlsy4DDcTz96olP-65ptTY-qSkPA-tyOBGX2P1ttUMdMNk1mM_mX0PaTT5OSk2cFtKMJg92pG58&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,2,47.0276332,8.2907626
seekrakow.com,https://seekrakow.com,EMEA,3.6,228,1.9 s,0.026,n/a,1.5 s,🟢 Stable,⚪ n/a,68,"High LCP (avg: 4.5s), Layout Shift (avg: 0.271)",SeeKrakow Local Tours,n/a,n/a,n/a,"Dear SeeKrakow!
A stressed driver that knew were to go for sure, but drove fast as crazy. He also stressed us over the time and short breaks.
The guide at Auschwitz and Birkenau was missed out of emot..., A very professional tour of both Auschwitz sites. Taxis perfectly on time, comfortable and friendly.
Excellent tour guide in near perfect English. Extremely knowledgeable, and again very friendly. Imp..., Went to see Auschwitz-Birkenau concentration camp tour and I enjoyed it., The tour was rushed without time to read much of anything up on display. The guide did not wait for the group to catch up and there were too many in the group, so you could not hear. The information w..., We had a good experience with SeeKrakow tours. Our hotel booked the tour for us. Auschwitz 1&2. We met the tour guide at the morning meeting spot and she explained how the day would happen. Our desk c...","SeeKrakow | Transfers, History & City Tours of Krakow, Poland",68,7.4 s,0.008,14.3 s,69,1.6 s,0.534,2.9 s,🟡 Borderline,⚪ n/a,60,Needs Improvement,1030.8000000000002,1197.6,158.7,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpfCd5eMWDTPqd7JHCkgl96OKtQOwnlMOVqtP6DHqaK_Ew0gp3uh3lDuxspyTAgHbRDvyA3QkugltMTavTh4tCsuOl7TRHN09BADs5xjGQWHUbajfqB064m_rtWxsXnwAE1CECRadp612v6mXeFi6B7eQ5hgLYEXjjghLsDdi1PpHZljpZqT-YX1xShcPyosT7njOoA4f0GPL-CjoK5ILJAMxBkqXs_ugSMzxKFUx6choRLgUWh4-Z8gBhBOoJ1q7-Tkph6ykrh18pes-gQjniPx4s2xXBZwzofHaN0OcP6cR-gVplgZsp3oz6o5YKUND4O_17oMEzU&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,3,50.0586309,19.9450492
rockthatboat.com,https://rockthatboat.com,EMEA,n/a,n/a,n/a,n/a,n/a,n/a,⚪ n/a,⚪ n/a,60,High LCP (avg: 3.2s),rockthatboat.com,n/a,n/a,n/a,n/a,Private canal tours and dinner cruises in Amsterdam,58,4.7 s,0,27.1 s,61,1.8 s,0.003,7.0 s,🟡 Borderline,⚪ n/a,54,Needs Improvement,359.40000000000003,2555.9,202.9,n/a,Yes,2,n/a,n/a
lovingrome.it,https://lovingrome.it,EMEA,n/a,n/a,n/a,n/a,n/a,n/a,⚪ n/a,⚪ n/a,72,"High LCP (avg: 9.5s), Desktop bonus (+2)",lovingrome.it,n/a,n/a,n/a,n/a,"Loving Rome | Segway Tours, Visite Guidate e Tickets a Roma",57,17.1 s,0.011,17.6 s,87,1.8 s,0.002,3.1 s,🟡 Borderline,⚪ n/a,69,Needs Improvement,299.3,1268.0,166.2,n/a,Yes,4,n/a,n/a
marinediscovery.co.uk,https://marinediscovery.co.uk,EMEA,4.9,217,1.4 s,0.0,n/a,1.1 s,🟢 Stable,⚪ n/a,56,High LCP (avg: 6.5s),Marine Discovery Penzance,n/a,n/a,n/a,"Amazing trip out to sea, searching for wildlife. All crew was very knowledgeable, informative and friendly. We were told not to be disappointed if we don’t see anything as dolphins aren’t paid actors...., Fantastic boat trip.  Marine Discovery were so knowledgeable and respectful of the wildlife and we really learnt a lot from them about the different seabirds, seals and dolphins found around this coas..., What a truly amazing trip! We must have seen over a hundred dolphins! They came right up to the boat and when we were using the sail you could see them racing over to the boat so that they could inter..., It is an absolutely breathtaking experience to see these beautiful 🐬 creatures swimming along the boat 🚢 and interacting and entertaining with us without being captured,  fed with dead fish, and  bein..., We had an amazing trip! We know it’s dependant on what wild life is around as we’ve been out before but this time we were treated by a Risso’s dolphin. The crew were so knowledgeable and helpful. A gr...","Marine Discovery | Boat Tours, Penzance, Cornwall",59,10.4 s,0.023,17.4 s,54,2.5 s,0.011,5.3 s,🟡 Borderline,⚪ n/a,52,Needs Improvement,4518.5,2208.3,199.3,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpeqfB5ikGCxBB8VokWlI89Co_gndRffCNSPk4EbVfQiq-RUkUCzdTcO1fV8hgRb-333wF0zHsq79oZHlfmTFi2cczmxAhcsyT4hvsJqcrDCpCvqWU0WHplS8hmsg_quYEiEJBbtGwuM81035DQGrNCGpGdGaiLQL5f00raEVsPuDo0h3Aqim0QPrR11B1dqv_4sTidZIfbvuen6OOePQy0k3nOIpaqEnXhio1sSQTHe9MPTYAtMnPsX79czTxRI22eXUQ0YS-cwgfMYgXyy1G_XANabHnuOEd-jzHQGPaxlglUv5DsrFE7cw8ZqcXovka9oE64_HX4&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,2,50.11909199999999,-5.529942
https://www.magnumxxl.com/,https://www.magnumxxl.com/,EMEA,n/a,n/a,n/a,n/a,n/a,n/a,⚪ n/a,⚪ n/a,70,"High LCP (avg: 7.0s), Desktop bonus (+2)",https://www.magnumxxl.com/,n/a,n/a,n/a,n/a,MagnumXXL | Male Stripper Shows in Amsterdam,46,13.0 s,0,13.0 s,95,0.9 s,0.012,2.3 s,🔴 High (Slow),⚪ n/a,68,Needs Improvement,129.1,1158.4,147.6,n/a,Yes,3,n/a,n/a
captainjackamsterdam.com,https://captainjackamsterdam.com,EMEA,4.9,1718,3.5 s,0.0,n/a,2.7 s,🟡 Borderline,⚪ n/a,50,High LCP (avg: 15.2s),Captain Jack Amsterdam - Rijksmuseum,n/a,n/a,n/a,"Fantastic Amsterdam canal tour with Captain Jack, made exceptional by Captain Erik.  The comfortable boat offered great photo opportunities. Captain Erik was the highlight: incredibly knowledgeable, p..., An exceptional tour from Captain Julio? The young Dutch guy. He was very knowledgeable and attentive. I was with a bunch of Americans, a Swede and some people from Peru. It was really a great experien..., A Delightful 90 Minutes on the Water with Captain Jack

My family and I recently took the 1.5 hour boat tour with Captain Jack, and I can honestly say it was one of the highlights of our trip!

Our gu..., So happy we had Gisela as our skipper for the canal tour. She was personable and engaging-and she can steer when needed with her foot!
The tour was relaxing and informative-just right on the details. ..., A perfect tour by Mickey!  This was an open boat, very comfortable seating with a nice selection of food and drink (although we only chose non-alcoholic drinks). The tour was 90 mins and was very inte...",Skipper Jack Amsterdam | Amsterdam Canal Tours,45,24.4 s,0.003,26.2 s,54,6.0 s,0.004,6.4 s,🔴 High (Slow),⚪ n/a,44,Poor,32975.4,1539.7,225.9,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpf78DO0Rvj74mLL9DY44XbHzll7YDp58Kytp3Bt9SJ3ZQnrFVgjDRCLEMTPVy2xGtaqZjESFCTDo6fqDPbmjDM8N3BeVQDKE6WdzZ6mv6twgcxKkGZTPyweVg2TWl1y8KrpVHz1sdGDgh3-oY58MPZ0dhclmRv1jWtt2NymNp7bhRs7G2MtvJfD9-sg142xEsWkhmD802rQY-go0h-QnHx8R9aRN3iKNQCrpUbb2ZASajtQQ-SuDKxl2wN-vxT937r5uE1LCdb9YqyMXhjYF5kSzAbA8S3_m8GkX5WYnO1i9DEuv9eeyXUOd4QQRItylMfWOTCV46M&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,4,52.36077189999999,4.885944900000001
inchperfecttrials.co.uk,https://inchperfecttrials.co.uk,EMEA,4.9,536,2.1 s,0.002,n/a,1.1 s,🟢 Stable,⚪ n/a,64,High LCP (avg: 15.6s),Inch Perfect Trials - UK's Ultimate Trials Destination!,n/a,n/a,n/a,"Had a fantastic experience day yesterday, took the beginner full day course. Beautiful setting, 1st class facilities and a day I will not forget. A big thanks to all the staff especially our instructo..., 10/10 day, we had Shaun as our instructor who was great at motivating us & pushing us to get better.

The lunch meal was great, nice home cooked food & they cater for dietary requirements.

The surrou..., I recently visited Inch Perfect Trials, and despite the wet, muddy, slippery, and foggy weather conditions, it turned out to be an incredible experience! The unpredictable terrain added an extra layer..., Outstanding, exceptionally  professionally run and super friendly. Sarah was amazing and had me attempting the double blip at the end of my 1hr private lesson…. Just brilliant. Could not be happier. I..., Can’t recommend this place enough. Absolutely fantastic from start to finish. Super professional, excellent trainers and so much fun had us all. My 13 year old son completed the complete beginners day...",Electric Trials Bikes – Inch Perfect Trials,59,14.0 s,0.078,20.8 s,70,17.2 s,0.055,18.5 s,🟡 Borderline,⚪ n/a,60,Needs Improvement,35509.4,1753.3000000000002,42.5,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpfD35NwC4YcnIvezxO-g8ZTc_cc6dG0_afZCFTaMKFdC8BfkUGZUM2zdEgPR2Ga7dVrWkImIgTe9UCnVcbgVWIZOnTfalfJj9GZd_NYhHedgmhgmQynKQnnl23KUSkHcqmx64G-5iBeEFfPTOl7nxl_9owASKWHjXSPMkXovL__w9GzZ2iG4svXjPLEPAn6giKQa3ZnINE2ufooltM6lk8VkVyT-Q3Qmk-eCh88TQm3mxF1ezlQH4UroYEDgVuFDXVZ8E9W9Zmh61N1ZjRubrHKLC3kAQFOtGGMPHdbb4aCFk2dL6sExl4XjNzcRZ7glYPgKmVh-ctgIgL8gAnh0UZqG_ESJxYlYD50_SFUfrj_8PVRcNB_lMudxEU8017zC96zph00YbOkYJzEIMnyHCC4BgP9gJCmb22cNgPJMjgi5Ox3Fi5xSJf3gyuybtg1p_QJgbsiIs2IiormHgw7dEExeDbCeKJNlgSiPmLIy7xVCRMhMNfwBKbn_jBHDAKfsvDX-foqhgFI2HXBgYnqU2jHCQ0F4l5zGoLpyopBwY4c1Exvebvxa0bHI73UXkI--KpOL9wIw2co2sEX34XpKbCrDHZuBkrohlAGGG5ewG5BDMUcd0K_gCKq3x4IqAgu&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,2,53.9357258,-2.5400152
sautdudoubs.fr,https://sautdudoubs.fr,EMEA,4.4,1924,1.6 s,0.0,n/a,1.0 s,🟢 Stable,⚪ n/a,60,High LCP (avg: 5.2s),Bateaux du Saut du Doubs,n/a,n/a,n/a,"It was amazing the guide where really sweet the local amazing and it was calm and peaceful, Lovely boat cruise. Very fun and informative.  Stunning scenery. Lovely restaurant on the Swiss side. Highly recommend.  Lots to see in high season with shops and distillery etc., Had a great time on the lunch cruise. Good views, attentive staff and a lovely 4 course meal. Well recommended., A very enjoyable riverboat cruise on the Doubs river, which sits exactly on the French/Swiss border. The boat took us to a landing point, and from there we walked about 600 metres to see the waterfall..., Brilliant trip, beautiful scenery even in the rain!",Bateaux du Saut du Doubs  | Des Croisières en France et Suisse,51,7.4 s,0.002,21.9 s,68,2.9 s,0.008,4.7 s,🟡 Borderline,⚪ n/a,54,Needs Improvement,63.4,2487.5,282.4,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpcRw7dEy9dQINstvgPy3GAOQw5UsS11VzVYfjd8SK-qh3NO1o1BtM9C4SpfhRLL02M1denjQs8JmB44paScvqfhynz-QN513Ai9ODNN4Uzm7I8x1c-tYS8xqOx33NUvYp3l_SDkBnvyZOB9-uwy2LAtkZFxAVKv07lfeEZkWNGeIDQCO6dE2wiKS6bPYcUWWBYTtZeSuJvUgZOzVDnRGxbHvhpSqEbbFYpJLpbZwDjkqpcnRh8Tai2yNotmIhflDForZU4RcirqiEIjvPQAyQuL_2JARY3Anz8E4j0evPdFj3CrARarOmLHf4BmUQWJe-RjefVr-Zg&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,3,47.0566105,6.671402999999999
bateau-besancon.fr,https://bateau-besancon.fr,EMEA,4.4,209,1.6 s,0.0,n/a,1.2 s,🟢 Stable,⚪ n/a,86,"High LCP (avg: 3.2s), Desktop bonus (+2)",Boat Besançon,n/a,n/a,n/a,"Nice boat tour around the city, slowly floating on the doubs and viewing all sites and the citadel. We had this tour together served with a lunch on our boat. The lunch itself was not impressive. Some..., The Boot Captain was lively and funny. The Boot tour was great you could see the parts of the city., Worth the trip for the information of the city and history, Unmissable walk in Besançon 🇫🇷:
The walk “along the banks of the Doubs 🌊”; in fact, the river forms a perfect loop which surrounds the city center!!!
In 2 opinions, I wanted to identify, gather and ca..., Group of 17 adults on a lunch cruise. Excellent welcome, beautiful tables, excellent local menu with a well-chosen wine pairing.
Impeccable and friendly table service. A sense of hospitality.
Friendly...",Bateau et Petit Train de Besançon | Des Visites en France et Suisse,74,5.4 s,0.01,13.7 s,98,1.0 s,0.027,2.9 s,🟡 Borderline,⚪ n/a,83,Needs Improvement,81.8,1263.5,146.5,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpfR5qVs-U0buBNl5-Q5BOdGvVHDTEN9iLVNMBDscSVl2Cft7vKq7ljpJ0HE70bxz4QYOES2Sd7HYOhXFV9iyo6cE7NvNAs9p-IkXqG0sgJR9ix_ewyLBSH1FGn7gXX-hfF2Zu20mZN8ANFkdbxReEDBduci49t1NZhWhHwujzqJ9vnN_VWhTFpagziR4OkhA2mc9hEzLnYfzd44iBAhF0KmVbqMqu7YPdhNAKAuRXGHHEB3J2h5xp53Q5ePJ9_9oTIStFi2hJ3qg3GsxzrkdbRppA1IZXn4d2q36P5jUN5eDCyVHIHe86-4t5T2tivN5m1cWa1fPTtegWle7np3QpkBDaPL-yePAPXepUotYvR0UUjhiIc-WbKiPt86vrgly5ZcGOW1SSu25eA1lcIQw-HY0h9JNZXX3vB7WfL61OxIlDGQjTLVntEuof_e1p_BTYMV1sx3eusbBI6j0U8CuXYI1L5c-XNyJwGXKgSLe0fhpy_UQqd7PFjT2i1RMvTokdW_m87NfOvSmQPw94qTfX9j1wWVp3UZ9uFpkEN9QCaGvIZmKTPIMfCk9RABCH6jJiVr4rhcRaLcgEpof2i_-EZfDYgPsjxCKssdaViMxUkItgn91SJ6yAECRFqPVXfTZmkIN432&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,3,47.2414673,6.027735100000001
oxfordofficialwalkingtours.org,https://oxfordofficialwalkingtours.org,EMEA,4.3,312,1.9 s,0.0,n/a,1.7 s,🟢 Stable,⚪ n/a,73,High LCP (avg: 3.6s),Oxford Walking Tours,n/a,n/a,n/a,"My 17 year old son and I took the Private Tour and added the school admissions. I highly recommend this.  It was very informative and enjoyable.  We had the best tour guide., I had a great tour with Simon. He was an excellent guide and a wonderful storyteller. Oxford has so much symbolism and history, and Simon shared much of it with the group, as well as insights into gre..., We had such a lovely tour with Jonathan—he was great with coordinating beforehand and really took time to explain the most interesting historical bits and their influence on the modern day Oxford envi..., During September 2025, our pilgrimage group from Colorado, USA, enjoyed several days in Oxford. We were fortunate to have Jonathan Self as our tour guide for a unique perspective on the friendship bet..., Fantastic tour led by Jonathan on 29/11. As a past student, he clearly has an enormous passion for the university and city and this shone through in the commentary he gave.
The pace was energetic and ...",Oxford Official Walking Tours | Oxford University Walking Tours,66,6.1 s,0.003,18.7 s,80,1.2 s,0.011,5.1 s,🟡 Borderline,⚪ n/a,68,Needs Improvement,203.89999999999998,2311.8,201.7,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpeJyLxL85f2xbJKrb5tOyBcprH-kv65e2M2ko4C8-BWXi7SvvRGSUKYsr0_hZNmRZIY7ra17w5i0IBYYyzOSylh05_v_es1As18CSQ7JcYYzn-PbXLL-hnf9E33fe2UMfUH3Rk9k_OoJC01APj2at-uR-nybv7s2nkRyBSD36EJsaRE2uYWSBuKIUzGQJVbQllw8HL9nK3dXwhf2czCss_W44CDxVsQB1OdLaSL30vsgoc4kJAF8tIqUqyt7J8A8SsjWSquImfITKrJxacwcI8w-tHeHX-99xmaiD-D0g9dBgDHZ5NFU_rONGxoeRmpJcMpNZdGz_YWMCdX7qP3IooT7QwPCVb7Z8SLlUWrV7JW4CZsuve77jUFbd2dUUryBTlMIAQlJ9sYOgJEYX_PYvxeTqy4o81CE04ux2B0K9SFuIeWq6sDWlZkST48DjZPVGNifErBqiXaEzkntEKypTj1Ogxhefh_GH27iU3ZPl8n_Qv-xjbu1iPbIIVeDIKmGrTbC88Fopa2csHlEXRBkkwGR-7dD2gXXuT7cjgt8Pe9_5AqcPSRUuEjwhK_GEKtIhfuvVGAinST_2Y26A7mwv3OYoogXR5FOf1eZdw7wWXDuNrw3RATTn4n-XJDIxLHI9PqVu14D5AiO9HH4hu2zH7AcD4&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,2,51.7544085,-1.256706
centrevr.co.uk,https://centrevr.co.uk,EMEA,3,2,n/a,n/a,n/a,n/a,⚪ n/a,⚪ n/a,100,"Mobile bonus (+2), Desktop bonus (+2)",VR Centre Ltd (VR for events & marketing),n/a,n/a,n/a,Guys have hang out phone call conversation without explaining service whatsoever.,Default page,100,0.9 s,0,0.9 s,100,0.2 s,0,0.2 s,🟢 Stable,⚪ n/a,100,Good,0.0,0.0,0.0,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogperU0vBbSCIA_eyfsM14C9g_xwNsi8xfr0CfR73qvc-m9ZvuBw5wKoAZHNBTFXD18KHXqq9ZJA6iI6KZ9X4-Osx_IY6bXbC_WaDA0Du7dg0kOwE-vJkbrBH0SRzFVIjwU551_JSePReQqsX6ho5G3TKkNG2CVjRPupgcl62lbfPnkIQmQHmHux7TNqSFzXtM3D4w8J8FrZ1hPg3GbQG6jC3I-kdlWNxOry_8NH_NHFiT_zUV7dD6QkasdXj-CbosjGeQdJU_YOtXWZQc4Xi56DzK_gOnzrooPomiua5RCATA75BieaDhQZcn_odzuJo5ufxmUFtwi0&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,2,51.5031896,-0.2648979
onceinrome.com,https://onceinrome.com,EMEA,4.2,56,n/a,n/a,n/a,n/a,⚪ n/a,⚪ n/a,70,High LCP (avg: 3.8s),Once in Rome,n/a,n/a,n/a,"Tour guide was very good and only a dozen people versus e.g. 100 with some of the other tours we saw BUT...

We ordered via expedia and paid after having checked availability so we were all paid and r..., A superb and authentic pizza and pasta cooking class and experience.  We learned to make pizza and various pasta's in a fun and friendly environment.  The teachers were amazing.  A highlight of our ti..., We came with our kids age 7 and 9 and had a great time. Good atmosphere, good food and good houmor. Chef Jozeppe and his staff were wonderful and made sure we all participate. It felt that the team op..., My family and I had an amazing time ! We made  pizza and pasta! Pizza was amazing 🤩 Alejandro was super friendly and his staff was awesome! We had all ages from 65 to 18 in our family and everyone lov..., It was a great experience. They inform you how they make the dough and tell you how to prepare it at home with a regular oven. You can scan a QR-code for the recipes , so you can re-read all of the in...","Once in Rome | Walking Tours & Excursions of Rome, Italy",61,6.1 s,0.018,14.7 s,79,1.6 s,0.006,4.4 s,🟡 Borderline,⚪ n/a,65,Needs Improvement,213.2,1721.5,200.7,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpetAjRsdTV7PXIDXoMI-Jrs_9inY-WoYaEiHhi40xObv7uJMFPqSHpq_47brKhbZ6Cf7E6_P2Z15PxGSiLu7I8sBYnnpz3l4dW_YZktPkTbM6g2jFRaeBWxWxusuZuSyHg7AVQ2CdF8ILjhlN1vcasrB_xy9K0aKRKDoakEa3D8yL5-klBsU_aQ7_RfPCAc2iZwtFtUiXNzbBoWZ_AJ_KVKbfTKMgY-vh1lLxRyfSD2YNThVxB7277SRKIQ_EMPY9WdtgBsD8bx-Coz9El54sESYGrB1vBWe3XJLT_s4tO6njgNZmZpeFtVFUu5bMoJl2xI_k6aA4NbtnXN5SVqEvIDFOqxZMaxB9BU2gP1exuqUtEVXUprIO6EdhiaABimUeOxChsL9bmv1GWPHLTgjrwbTvLnMrMuz_x7LsDNf0mB0-7NnFn03JONn-9-ro9mcIRWthwALk_DteUIE-b22VjIj81GUkHdJ0s4b_wKIL6xsOdMRwpyV6wu9a2BeO1iW0xqXDw8fjYawtR2Kmu5sk-FDMPyJnlDNjzj6kIVA-dMQpe-RCO6etwUAjHRhxc-JM6PO7mONvzhZKdca6Z8_sRxn9s-_RDcB4WKxOIjrFC-FCii-uKfdiJhAzrJ6aPn&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,2,41.88813260000001,12.4681152
